Time [s],Packet ID,MOSI,MISO
2.766676000000000,44,0x1C,0x00
2.766718920000000,44,0x00,0x00
2.793791800000000,45,0x24,0x00
2.794429260000000,46,0x1C,0x00
2.794472180000000,46,0x00,0x00
2.821523580000000,47,0x24,0x00
2.822168800000000,48,0x1C,0x00
2.822211720000000,48,0x00,0x00
2.849279040000000,49,0x24,0x00
2.849894020000000,50,0x1C,0x00
2.849936920000000,50,0x00,0x00
2.877013380000000,51,0x24,0x00
2.877649860000000,52,0x1C,0x00
2.877692740000000,52,0x00,0x00
2.904752900000000,53,0x24,0x00
2.905367900000000,54,0x1C,0x00
2.905410820000000,54,0x00,0x00
2.932487620000000,55,0x24,0x00
2.933117740000000,56,0x1C,0x00
2.933160660000000,56,0x00,0x00
2.960206360000000,57,0x24,0x00
2.960846120000000,58,0x1C,0x00
2.960889040000000,58,0x00,0x00
3.013785500000000,59,0xA0,0x00
3.013829100000000,59,0x0A,0x0A
3.013872340000000,59,0x01,0x01
3.014510580000000,60,0x1C,0x00
3.014553480000000,60,0x00,0x00
3.042182420000000,61,0x24,0x00
3.042812820000000,62,0x1C,0x00
3.042855740000000,62,0x00,0x00
3.042928340000000,63,0xA0,0x00
3.042971580000000,63,0x0A,0x0A
3.043014860000000,63,0x01,0x01
3.043654480000000,64,0x1C,0x00
3.043697400000000,64,0x00,0x00
3.071325840000000,65,0x24,0x00
3.071962360000000,66,0x1C,0x00
3.072005260000000,66,0x00,0x00
3.099073480000000,67,0x24,0x00
3.099689260000000,68,0x1C,0x00
3.099732180000000,68,0x00,0x00
3.099804760000000,69,0xA0,0x00
3.099848020000000,69,0x0A,0x0A
3.099914540000000,69,0x01,0x01
3.100532080000000,70,0x1C,0x00
3.100575000000000,70,0x00,0x00
3.128197980000000,71,0x24,0x00
3.128835700000000,72,0x1C,0x00
3.128878620000000,72,0x00,0x00
3.129524500000000,73,0xA0,0x00
3.129568100000000,73,0x0A,0x0A
3.129611360000000,73,0x01,0x01
3.130228640000000,74,0x1C,0x00
3.130294320000000,74,0x00,0x00
3.157920420000000,75,0x24,0x00
3.158535520000000,76,0x1C,0x00
3.158601560000000,76,0x00,0x00
3.185652720000000,77,0x24,0x00
3.186298000000000,78,0x1C,0x00
3.186340920000000,78,0x00,0x00
3.213408880000000,79,0x24,0x00
3.214023900000000,80,0x1C,0x00
3.214066820000000,80,0x00,0x00
3.241149280000000,81,0x24,0x00
3.241786300000000,82,0x1C,0x00
3.241829220000000,82,0x00,0x00
3.268893840000000,83,0x24,0x00
3.269508920000000,84,0x1C,0x00
3.269551840000000,84,0x00,0x00
3.296634880000000,85,0x24,0x00
3.297265460000000,86,0x1C,0x00
3.297308380000000,86,0x00,0x00
3.324357260000000,87,0x24,0x00
3.324996540000000,88,0x1C,0x00
3.325039460000000,88,0x00,0x00
3.352119660000000,89,0x24,0x00
3.352734660000000,90,0x1C,0x00
3.352777600000000,90,0x00,0x00
3.379845480000000,91,0x24,0x00
3.380489980000000,92,0x1C,0x00
3.380532900000000,92,0x00,0x00
3.407593640000000,93,0x24,0x00
3.408208640000000,94,0x1C,0x00
3.408251560000000,94,0x00,0x00
3.435328780000000,95,0x24,0x00
3.435965560000000,96,0x1C,0x00
3.436008460000000,96,0x00,0x81
3.436100960000000,97,0xA0,0x00
3.436144540000000,97,0x0A,0x0A
3.436187800000000,97,0x01,0x01
3.487883700000000,98,0x54,0x00
3.487926620000000,98,0x30,0x00
3.487969180000000,98,0x60,0xC0
3.488012340000000,98,0x60,0x00
3.488055480000000,98,0x08,0xC0
3.488120160000000,99,0x1C,0x00
3.488162740000000,99,0x00,0x81
3.488226560000000,100,0xC0,0x00
3.488291240000000,101,0x1C,0x00
3.488333820000000,101,0x00,0x20
3.488465440000000,102,0xC4,0x00
3.488508340000000,102,0x00,0x00
3.488602120000000,102,0x00,0xAA
3.488703360000000,102,0x00,0xA8
3.488804600000000,102,0x00,0xA5
3.488905880000000,102,0x00,0x9E
3.489007140000000,102,0x00,0x9A
3.489108400000000,102,0x00,0x96
3.489209660000000,102,0x00,0x95
3.489310920000000,102,0x00,0x92
3.489412180000000,102,0x00,0xA5
3.489540260000000,102,0x00,0xA6
3.489641180000000,102,0x00,0xA6
3.489742120000000,102,0x00,0xA3
3.489843060000000,102,0x00,0xA3
3.489943980000000,102,0x00,0xA4
3.490044920000000,102,0x00,0xA3
3.490145840000000,102,0x00,0xA0
3.490246780000000,102,0x00,0x94
3.490347700000000,102,0x00,0x99
3.490468280000000,102,0x00,0x99
3.490569200000000,102,0x00,0x99
3.490670140000000,102,0x00,0x9E
3.490771060000000,102,0x00,0xA5
3.490872000000000,102,0x00,0xA9
3.490972920000000,102,0x00,0xA8
3.491073840000000,102,0x00,0x83
3.491175100000000,102,0x00,0x88
3.491276040000000,102,0x00,0x89
3.491376960000000,102,0x00,0x8C
3.491491220000000,102,0x00,0x94
3.491592140000000,102,0x00,0x9D
3.491693060000000,102,0x00,0xA1
3.491793960000000,102,0x00,0xA4
3.491894900000000,102,0x00,0x76
3.491996180000000,102,0x00,0x7E
3.492097100000000,102,0x00,0x7F
3.492198040000000,102,0x00,0x84
3.492298960000000,102,0x00,0x8B
3.492399900000000,102,0x00,0x93
3.492520880000000,102,0x00,0x95
3.492621820000000,102,0x00,0x96
3.492722740000000,102,0x00,0x72
3.492824020000000,102,0x00,0x79
3.492924940000000,102,0x00,0x7C
3.493025860000000,102,0x00,0x7F
3.493126800000000,102,0x00,0x84
3.493227720000000,102,0x00,0x87
3.493328640000000,102,0x00,0x89
3.493429560000000,102,0x00,0x86
3.493550640000000,102,0x00,0x76
3.493651560000000,102,0x00,0x7B
3.493752460000000,102,0x00,0x7B
3.493853380000000,102,0x00,0x7E
3.493954320000000,102,0x00,0x82
3.494055240000000,102,0x00,0x80
3.494156180000000,102,0x00,0x7F
3.494257100000000,102,0x00,0x7C
3.494358020000000,102,0x00,0x82
3.494458960000000,102,0x00,0x84
3.494582160000000,102,0x00,0x7F
3.494683120000000,102,0x00,0x80
3.494784060000000,102,0x00,0x7F
3.494884980000000,102,0x00,0x7F
3.494985920000000,102,0x00,0x7B
3.495086840000000,102,0x00,0x77
3.495187780000000,102,0x00,0x93
3.495288700000000,102,0x00,0x94
3.495389640000000,102,0x00,0x8D
3.495490580000000,102,0x00,0x88
3.495619240000000,102,0x00,0x83
3.495720180000000,102,0x00,0x7E
3.495821120000000,102,0x00,0x7B
3.495922040000000,102,0x00,0x76
3.496022940000000,102,0x00,0xA5
3.496123880000000,102,0x00,0xA5
3.496224800000000,102,0x00,0x9F
3.496325740000000,102,0x00,0x9B
3.496426660000000,102,0x00,0x90
3.496546880000000,102,0x00,0x8A
3.496647800000000,102,0x00,0x83
3.496748720000000,102,0x00,0x7C
3.496849640000000,102,0x00,0xAF
3.496950560000000,102,0x00,0xAF
3.497051480000000,102,0x00,0xAE
3.497152400000000,102,0x00,0xA9
3.497253340000000,102,0x00,0xA2
3.497354260000000,102,0x00,0x9C
3.497455180000000,102,0x00,0x93
3.497569500000000,102,0x00,0x8B
3.497670440000000,102,0x00,0xAE
3.497771380000000,102,0x00,0xAF
3.497872300000000,102,0x00,0xB0
3.497973220000000,102,0x00,0xB1
3.498074120000000,102,0x00,0xAF
3.498175040000000,102,0x00,0xAA
3.498275980000000,102,0x00,0xA4
3.498376860000000,102,0x00,0x9E
3.498477780000000,102,0x00,0xA1
3.498598920000000,102,0x00,0xA4
3.498699840000000,102,0x00,0xA7
3.498800740000000,102,0x00,0xAD
3.498901660000000,102,0x00,0xAD
3.499002580000000,102,0x00,0xAE
3.499103500000000,102,0x00,0xAA
3.499204440000000,102,0x00,0xA8
3.499305340000000,102,0x00,0x91
3.499406260000000,102,0x00,0x94
3.499507180000000,102,0x00,0x97
3.499627920000000,102,0x00,0xA0
3.499728840000000,102,0x00,0xA4
3.499829740000000,102,0x00,0xA6
3.499930660000000,102,0x00,0xA6
3.500031600000000,102,0x00,0xA5
3.500132520000000,102,0x00,0x82
3.500233420000000,102,0x00,0x85
3.500334360000000,102,0x00,0x89
3.500435280000000,102,0x00,0x8F
3.500536200000000,102,0x00,0x94
3.500659800000000,102,0x00,0x97
3.500760720000000,102,0x00,0x96
3.500861640000000,102,0x00,0x98
3.500962560000000,102,0x00,0x7C
3.501063500000000,102,0x00,0x7F
3.501164420000000,102,0x00,0x80
3.501265340000000,102,0x00,0x84
3.501366240000000,102,0x00,0x85
3.501467180000000,102,0x00,0x87
3.501568100000000,102,0x00,0x89
3.501697100000000,102,0x00,0x89
3.501798020000000,102,0x00,0x77
3.501898940000000,102,0x00,0x7B
3.501999860000000,102,0x00,0x7E
3.502100780000000,102,0x00,0x7C
3.502201700000000,102,0x00,0x7C
3.502302620000000,102,0x00,0x7B
3.502403560000000,102,0x00,0x79
3.502504480000000,102,0x00,0x79
3.502624620000000,102,0x00,0x75
3.502725540000000,102,0x00,0x7D
3.502826440000000,102,0x00,0x7B
3.502927380000000,102,0x00,0x7B
3.503028280000000,102,0x00,0x79
3.503129160000000,102,0x00,0x75
3.503230060000000,102,0x00,0x72
3.503330980000000,102,0x00,0x6E
3.503432240000000,102,0x00,0x7B
3.503533180000000,102,0x00,0x82
3.503646820000000,102,0x00,0x82
3.503747740000000,102,0x00,0x7F
3.503848660000000,102,0x00,0x7A
3.503949600000000,102,0x00,0x77
3.504050540000000,102,0x00,0x73
3.504151460000000,102,0x00,0x6C
3.504252720000000,102,0x00,0x85
3.504353640000000,102,0x00,0x8B
3.504454560000000,102,0x00,0x89
3.504555480000000,102,0x00,0x87
3.504677140000000,102,0x00,0x82
3.504778060000000,102,0x00,0x7D
3.504879000000000,102,0x00,0x74
3.504979920000000,102,0x00,0x6C
3.505080840000000,102,0x00,0x95
3.505181780000000,102,0x00,0x98
3.505282720000000,102,0x00,0x97
3.505383640000000,102,0x00,0x96
3.505484560000000,102,0x00,0x91
3.505585500000000,102,0x00,0x8A
3.505706920000000,102,0x00,0x82
3.505807840000000,102,0x00,0x76
3.505908780000000,102,0x00,0x9C
3.506009700000000,102,0x00,0xA2
3.506110640000000,102,0x00,0xA1
3.506211560000000,102,0x00,0x9F
3.506312480000000,102,0x00,0x9E
3.506413400000000,102,0x00,0x98
3.506514340000000,102,0x00,0x90
3.506615260000000,102,0x00,0x86
3.506737940000000,102,0x00,0x9B
3.506838860000000,102,0x00,0xA1
3.506939780000000,102,0x00,0xA3
3.507040720000000,102,0x00,0xA5
3.507141620000000,102,0x00,0xA5
3.507242560000000,102,0x00,0xA2
3.507343460000000,102,0x00,0x9C
3.507444380000000,102,0x00,0x95
3.507545300000000,102,0x00,0x8E
3.507673620000000,102,0x00,0x98
3.507774660000000,102,0x00,0x9C
3.507875560000000,102,0x00,0x9D
3.507976500000000,102,0x00,0xA1
3.508077420000000,102,0x00,0xA1
3.508178360000000,102,0x00,0xA0
3.508279300000000,102,0x00,0x99
3.508380200000000,102,0x00,0x7F
3.508481120000000,102,0x00,0x89
3.508582060000000,102,0x00,0x8E
3.508702040000000,102,0x00,0x92
3.508802980000000,102,0x00,0x99
3.508903900000000,102,0x00,0x9D
3.509004820000000,102,0x00,0x98
3.509105760000000,102,0x00,0x92
3.509206680000000,102,0x00,0x75
3.509307600000000,102,0x00,0x7C
3.509408520000000,102,0x00,0x7F
3.509509440000000,102,0x00,0x87
3.509610360000000,102,0x00,0x8D
3.509724620000000,102,0x00,0x90
3.509825540000000,102,0x00,0x8B
3.509926460000000,102,0x00,0x82
3.510027400000000,102,0x00,0x6D
3.510128320000000,102,0x00,0x74
3.510229260000000,102,0x00,0x77
3.510330180000000,102,0x00,0x7C
3.510431120000000,102,0x00,0x83
3.510532040000000,102,0x00,0x83
3.510632980000000,102,0x00,0x7C
3.510754980000000,102,0x00,0x74
3.510855900000000,102,0x00,0x6D
3.510956840000000,102,0x00,0x72
3.511057780000000,102,0x00,0x75
3.511158700000000,102,0x00,0x79
3.511259620000000,102,0x00,0x7A
3.511360520000000,102,0x00,0x79
3.511461440000000,102,0x00,0x72
3.511562360000000,102,0x00,0x69
3.511663620000000,102,0x00,0x70
3.511783680000000,102,0x00,0x75
3.511884620000000,102,0x00,0x77
3.511985540000000,102,0x00,0x77
3.512086460000000,102,0x00,0x76
3.512187400000000,102,0x00,0x74
3.512288320000000,102,0x00,0x70
3.512389240000000,102,0x00,0x6A
3.512490160000000,102,0x00,0x77
3.512591080000000,102,0x00,0x79
3.512692020000000,102,0x00,0x78
3.512814420000000,102,0x00,0x76
3.512915340000000,102,0x00,0x74
3.513016280000000,102,0x00,0x72
3.513117220000000,102,0x00,0x71
3.513218140000000,102,0x00,0x6C
3.513319080000000,102,0x00,0x84
3.513420020000000,102,0x00,0x86
3.513520940000000,102,0x00,0x85
3.513621900000000,102,0x00,0x80
3.513749980000000,102,0x00,0x7D
3.513850900000000,102,0x00,0x7A
3.513951820000000,102,0x00,0x7B
3.514052760000000,102,0x00,0x78
3.514153680000000,102,0x00,0x93
3.514254600000000,102,0x00,0x94
3.514355540000000,102,0x00,0x90
3.514456460000000,102,0x00,0x8F
3.514557400000000,102,0x00,0x8D
3.514658340000000,102,0x00,0x8A
3.514778320000000,102,0x00,0x8B
3.514879260000000,102,0x00,0x8B
3.514980200000000,102,0x00,0x98
3.515081120000000,102,0x00,0x99
3.515182060000000,102,0x00,0x98
3.515283000000000,102,0x00,0x97
3.515383920000000,102,0x00,0x95
3.515484840000000,102,0x00,0x91
3.515585760000000,102,0x00,0x91
3.515686680000000,102,0x00,0x90
3.515800320000000,102,0x00,0x9C
3.515901240000000,102,0x00,0x9C
3.516002160000000,102,0x00,0x9B
3.516103100000000,102,0x00,0x98
3.516204040000000,102,0x00,0x93
3.516304960000000,102,0x00,0x8F
3.516405880000000,102,0x00,0x8B
3.516506800000000,102,0x00,0x88
3.516607720000000,102,0x00,0x9E
3.516708660000000,102,0x00,0x9E
3.516829660000000,102,0x00,0x9B
3.516930580000000,102,0x00,0x98
3.517031500000000,102,0x00,0x8F
3.517132440000000,102,0x00,0x88
3.517233360000000,102,0x00,0x7F
3.517334280000000,102,0x00,0x78
3.517435220000000,102,0x00,0xA1
3.517536140000000,102,0x00,0xA2
3.517637060000000,102,0x00,0x9F
3.517738000000000,102,0x00,0x9A
3.517858660000000,102,0x00,0x92
3.517959580000000,102,0x00,0x87
3.518060500000000,102,0x00,0x7D
3.518161420000000,102,0x00,0x71
3.518262360000000,102,0x00,0x9D
3.518363300000000,102,0x00,0xA3
3.518464200000000,102,0x00,0xA2
3.518565120000000,102,0x00,0x9F
3.518666040000000,102,0x00,0x97
3.518766980000000,102,0x00,0x8F
3.518890000000000,102,0x00,0x86
3.518990940000000,102,0x00,0x79
3.519091880000000,102,0x00,0x92
3.519192820000000,102,0x00,0x9B
3.519293740000000,102,0x00,0x9E
3.519394660000000,102,0x00,0x9C
3.519495600000000,102,0x00,0x99
3.519596520000000,102,0x00,0x94
3.519697460000000,102,0x00,0x8F
3.519825780000000,102,0x00,0x87
3.519926720000000,102,0x00,0x84
3.520027660000000,102,0x00,0x92
3.520128560000000,102,0x00,0x97
3.520229500000000,102,0x00,0x95
3.520330420000000,102,0x00,0x94
3.520431360000000,102,0x00,0x93
3.520532300000000,102,0x00,0x93
3.520633240000000,102,0x00,0x91
3.520734140000000,102,0x00,0x75
3.520853520000000,102,0x00,0x82
3.520954460000000,102,0x00,0x89
3.521055380000000,102,0x00,0x8A
3.521156320000000,102,0x00,0x88
3.521257260000000,102,0x00,0x8A
3.521358200000000,102,0x00,0x8E
3.521459120000000,102,0x00,0x8F
3.521560040000000,102,0x00,0x69
3.521660980000000,102,0x00,0x74
3.521761900000000,102,0x00,0x7A
3.521876600000000,102,0x00,0x7B
3.521977520000000,102,0x00,0x79
3.522078460000000,102,0x00,0x7A
3.522179380000000,102,0x00,0x7F
3.522280320000000,102,0x00,0x83
3.522381260000000,102,0x00,0x67
3.522482540000000,102,0x00,0x6B
3.522583460000000,102,0x00,0x6E
3.522684400000000,102,0x00,0x6D
3.522785320000000,102,0x00,0x6B
3.522908420000000,102,0x00,0x6C
3.523009340000000,102,0x00,0x73
3.523110260000000,102,0x00,0x74
3.523211200000000,102,0x00,0x70
3.523312120000000,102,0x00,0x6F
3.523413040000000,102,0x00,0x6A
3.523513980000000,102,0x00,0x66
3.523615240000000,102,0x00,0x65
3.523716500000000,102,0x00,0x66
3.523817440000000,102,0x00,0x6A
3.523936840000000,102,0x00,0x6A
3.524037780000000,102,0x00,0x87
3.524138700000000,102,0x00,0x7F
3.524239640000000,102,0x00,0x74
3.524340560000000,102,0x00,0x6E
3.524441500000000,102,0x00,0x6B
3.524542440000000,102,0x00,0x68
3.524643360000000,102,0x00,0x6B
3.524744280000000,102,0x00,0x69
3.524845200000000,102,0x00,0x9C
3.524967640000000,102,0x00,0x96
3.525068580000000,102,0x00,0x8A
3.525169520000000,102,0x00,0x81
3.525270440000000,102,0x00,0x7B
3.525371360000000,102,0x00,0x77
3.525472280000000,102,0x00,0x74
3.525573200000000,102,0x00,0x6F
3.525674140000000,102,0x00,0xAB
3.525775060000000,102,0x00,0xA6
3.525903160000000,102,0x00,0x9F
3.526004100000000,102,0x00,0x96
3.526105040000000,102,0x00,0x8E
3.526205980000000,102,0x00,0x89
3.526306920000000,102,0x00,0x84
3.526407860000000,102,0x00,0x7E
3.526508800000000,102,0x00,0xB1
3.526609740000000,102,0x00,0xB0
3.526710680000000,102,0x00,0xAA
3.526811600000000,102,0x00,0xA5
3.526931840000000,102,0x00,0xA0
3.527032780000000,102,0x00,0x9B
3.527133700000000,102,0x00,0x96
3.527234640000000,102,0x00,0x91
3.527335580000000,102,0x00,0xB1
3.527436520000000,102,0x00,0xB2
3.527537440000000,102,0x00,0xAE
3.527638380000000,102,0x00,0xA9
3.527739320000000,102,0x00,0xA7
3.527840260000000,102,0x00,0xA4
3.527953940000000,102,0x00,0xA3
3.528054860000000,102,0x00,0x9E
3.528155800000000,102,0x00,0xA7
3.528256720000000,102,0x00,0xAA
3.528357640000000,102,0x00,0xA7
3.528458580000000,102,0x00,0xA7
3.528559520000000,102,0x00,0xA6
3.528660460000000,102,0x00,0xA6
3.528761360000000,102,0x00,0xA5
3.528862260000000,102,0x00,0xA3
3.528983840000000,102,0x00,0x94
3.529084760000000,102,0x00,0x97
3.529185680000000,102,0x00,0x9A
3.529286620000000,102,0x00,0x99
3.529387560000000,102,0x00,0x9A
3.529488500000000,102,0x00,0x9B
3.529589420000000,102,0x00,0x9A
3.529690320000000,102,0x00,0x9B
3.529791260000000,102,0x00,0x7A
3.529892200000000,102,0x00,0x7E
3.530012880000000,102,0x00,0x82
3.530113800000000,102,0x00,0x83
3.530214740000000,102,0x00,0x84
3.530315660000000,102,0x00,0x83
3.530416560000000,102,0x00,0x82
3.530517440000000,102,0x00,0x83
3.530618360000000,102,0x00,0x67
3.530719280000000,102,0x00,0x6B
3.530820200000000,102,0x00,0x6E
3.530943040000000,102,0x00,0x71
3.531043980000000,102,0x00,0x70
3.531144900000000,102,0x00,0x6D
3.531245840000000,102,0x00,0x6C
3.531346760000000,102,0x00,0x6D
3.531447700000000,102,0x00,0x62
3.531548960000000,102,0x00,0x66
3.531649900000000,102,0x00,0x67
3.531750820000000,102,0x00,0x66
3.531851740000000,102,0x00,0x65
3.531981000000000,102,0x00,0x62
3.532081920000000,102,0x00,0x61
3.532183200000000,102,0x00,0x61
3.532284140000000,102,0x00,0x6D
3.532385060000000,102,0x00,0x6C
3.532486000000000,102,0x00,0x6A
3.532586940000000,102,0x00,0x66
3.532687860000000,102,0x00,0x63
3.532788780000000,102,0x00,0x61
3.532889700000000,102,0x00,0x5F
3.533010620000000,102,0x00,0x5F
3.533111540000000,102,0x00,0x80
3.533212460000000,102,0x00,0x7D
3.533313380000000,102,0x00,0x74
3.533414320000000,102,0x00,0x6D
3.533515240000000,102,0x00,0x68
3.533616180000000,102,0x00,0x65
3.533717100000000,102,0x00,0x65
3.533818020000000,102,0x00,0x62
3.533918960000000,102,0x00,0x95
3.534033360000000,102,0x00,0x90
3.534134300000000,102,0x00,0x84
3.534235240000000,102,0x00,0x7B
3.534336180000000,102,0x00,0x75
3.534437100000000,102,0x00,0x73
3.534538040000000,102,0x00,0x73
3.534638960000000,102,0x00,0x71
3.534739900000000,102,0x00,0xA3
3.534840820000000,102,0x00,0x9E
3.534941760000000,102,0x00,0x94
3.535063960000000,102,0x00,0x8A
3.535164880000000,102,0x00,0x85
3.535265820000000,102,0x00,0x83
3.535366740000000,102,0x00,0x87
3.535467680000000,102,0x00,0x84
3.535568600000000,102,0x00,0xA9
3.535669520000000,102,0x00,0xA6
3.535770440000000,102,0x00,0x9D
3.535871380000000,102,0x00,0x96
3.535972300000000,102,0x00,0x93
3.536093660000000,102,0x00,0x95
3.536194600000000,102,0x00,0x99
3.536295540000000,102,0x00,0x98
3.536396480000000,102,0x00,0xA7
3.536497400000000,102,0x00,0xA5
3.536598320000000,102,0x00,0x9D
3.536699260000000,102,0x00,0x98
3.536800180000000,102,0x00,0x99
3.536901120000000,102,0x00,0x9E
3.537024400000000,102,0x00,0xA5
3.537125320000000,102,0x00,0xA7
3.537226220000000,102,0x00,0x9B
3.537327160000000,102,0x00,0x9A
3.537428100000000,102,0x00,0x95
3.537529020000000,102,0x00,0x91
3.537629940000000,102,0x00,0x93
3.537730860000000,102,0x00,0x9C
3.537831800000000,102,0x00,0xA7
3.537932740000000,102,0x00,0xAA
3.538060840000000,102,0x00,0x88
3.538161760000000,102,0x00,0x89
3.538262660000000,102,0x00,0x87
3.538363580000000,102,0x00,0x85
3.538464520000000,102,0x00,0x8B
3.538565440000000,102,0x00,0x96
3.538666380000000,102,0x00,0xA1
3.538767300000000,102,0x00,0xA8
3.538868240000000,102,0x00,0x75
3.538969160000000,102,0x00,0x78
3.539089740000000,102,0x00,0x77
3.539190680000000,102,0x00,0x79
3.539291600000000,102,0x00,0x80
3.539392520000000,102,0x00,0x8A
3.539493420000000,102,0x00,0x95
3.539594340000000,102,0x00,0x9C
3.539695260000000,102,0x00,0x69
3.539796180000000,102,0x00,0x6C
3.539897100000000,102,0x00,0x6C
3.539998020000000,102,0x00,0x6C
3.540112360000000,102,0x00,0x71
3.540213280000000,102,0x00,0x79
3.540314220000000,102,0x00,0x84
3.540415160000000,102,0x00,0x8A
3.540516080000000,102,0x00,0x69
3.540617000000000,102,0x00,0x67
3.540717920000000,102,0x00,0x63
3.540818820000000,102,0x00,0x63
3.540919760000000,102,0x00,0x64
3.541020680000000,102,0x00,0x69
3.541141180000000,102,0x00,0x71
3.541242120000000,102,0x00,0x74
3.541343020000000,102,0x00,0x74
3.541443960000000,102,0x00,0x6B
3.541544900000000,102,0x00,0x63
3.541645840000000,102,0x00,0x61
3.541746760000000,102,0x00,0x60
3.541847680000000,102,0x00,0x61
3.541948620000000,102,0x00,0x65
3.542068600000000,102,0x00,0x65
3.542169540000000,102,0x00,0x84
3.542270480000000,102,0x00,0x79
3.542371420000000,102,0x00,0x6D
3.542472360000000,102,0x00,0x69
3.542573300000000,102,0x00,0x66
3.542674220000000,102,0x00,0x63
3.542775140000000,102,0x00,0x62
3.542876080000000,102,0x00,0x60
3.542977000000000,102,0x00,0x95
3.543100020000000,102,0x00,0x8B
3.543200960000000,102,0x00,0x7F
3.543301880000000,102,0x00,0x79
3.543402760000000,102,0x00,0x74
3.543503700000000,102,0x00,0x70
3.543604640000000,102,0x00,0x69
3.543705580000000,102,0x00,0x63
3.543806500000000,102,0x00,0xA0
3.543907440000000,102,0x00,0x98
3.544008360000000,102,0x00,0x90
3.544137040000000,102,0x00,0x8C
3.544237980000000,102,0x00,0x88
3.544338900000000,102,0x00,0x81
3.544439840000000,102,0x00,0x79
3.544540760000000,102,0x00,0x72
3.544641680000000,102,0x00,0x9E
3.544742600000000,102,0x00,0x9B
3.544843520000000,102,0x00,0x97
3.544944440000000,102,0x00,0x95
3.545045360000000,102,0x00,0x94
3.545167440000000,102,0x00,0x90
3.545268360000000,102,0x00,0x8A
3.545369300000000,102,0x00,0x83
